"family_prompt_id","canonical_family_name","surface","domain","member_count","risk_range","base_authority","base_data_ceiling","base_tool_ceiling","base_memory_ceiling","member_data_classes","member_tool_classes","member_memory_scopes","required_modules","exceptions","owner","status"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-PROMPT-INJECTION-DEFENSE-v1","prompt_injection_defense","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-PROMPT-INJECTION-DEFENSE-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-RECOMMENDATION-SYSTEMS-v1","recommendation_systems","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-RECOMMENDATION-SYSTEMS-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-CONTRACT-ARCHITECTURE-v1","contract_architecture","DEVELOPMENT","architecture","2","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-CONTRACT-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-ENTERPRISE-ARCHITECTURE-v1","enterprise_architecture","DEVELOPMENT","architecture","2","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-ENTERPRISE-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-EVENT-ARCHITECTURE-v1","event_architecture","DEVELOPMENT","architecture","2","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-EVENT-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-MODULAR-ARCHITECTURE-v1","modular_architecture","DEVELOPMENT","architecture","2","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-MODULAR-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-PORTABILITY-v1","portability","DEVELOPMENT","architecture","3","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-PORTABILITY-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-REGIONAL-ARCHITECTURE-v1","regional_architecture","DEVELOPMENT","architecture","3","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-REGIONAL-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-SERVICE-EXTRACTION-v1","service_extraction","DEVELOPMENT","architecture","3","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-SERVICE-EXTRACTION-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-ARCHITECTURE-WORKFLOW-ARCHITECTURE-v1","workflow_architecture","DEVELOPMENT","architecture","2","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-ARCHITECTURE-WORKFLOW-ARCHITECTURE-v1","NONE","AG-DEV-0041","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-API-DESIGN-v1","api_design","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-API-DESIGN-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-BACKEND-ARCHITECTURE-v1","backend_architecture","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-BACKEND-API-BACKEND-ARCHITECTURE-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-EVENTS-v1","events","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-EVENTS-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-FILE-PROCESSING-v1","file_processing","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-FILE-PROCESSING-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-NOTIFICATIONS-v1","notifications","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-NOTIFICATIONS-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-QUEUEING-v1","queueing","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-QUEUEING-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-RATE-LIMITING-v1","rate_limiting","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-RATE-LIMITING-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-REPORT-GENERATION-v1","report_generation","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-REPORT-GENERATION-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-SEARCH-v1","search","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-SEARCH-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-BACKEND-API-WORKFLOWS-v1","workflows","DEVELOPMENT","backend_api","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-BACKEND-API-WORKFLOWS-v1","NONE","AG-DEV-0341","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-CROSS-SHARD-ANALYTICS-v1","cross_shard_analytics","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-CROSS-SHARD-ANALYTICS-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-DATA-PLACEMENT-v1","data_placement","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-DATA-PLACEMENT-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-DATA-ROUTER-v1","data_router","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-DATA-ROUTER-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-HORIZONTAL-SHARDING-v1","horizontal_sharding","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-HORIZONTAL-SHARDING-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-REGIONAL-DATA-v1","regional_data","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-REGIONAL-DATA-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-SHARD-DIRECTORY-v1","shard_directory","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-SHARD-DIRECTORY-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DATA-ROUTER-SHARDING-SHARD-MIGRATION-v1","shard_migration","DEVELOPMENT","data_router_sharding","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DATA-ROUTER-SHARDING-SHARD-MIGRATION-v1","NONE","AG-DEV-0531","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-CHAOS-ENGINEERING-v1","chaos_engineering","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-CHAOS-ENGINEERING-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-CI-CD-v1","ci_cd","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-CI-CD-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-DEVOPS-v1","devops","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-DEVOPS-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-DISASTER-RECOVERY-v1","disaster_recovery","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-DISASTER-RECOVERY-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-ENVIRONMENT-MANAGEMENT-v1","environment_management","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-ENVIRONMENT-MANAGEMENT-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-INCIDENT-COMMAND-v1","incident_command","DEVELOPMENT","devops_sre_observability","10","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-INCIDENT-COMMAND-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-OBSERVABILITY-v1","observability","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-OBSERVABILITY-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-RELEASE-ENGINEERING-v1","release_engineering","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-RELEASE-ENGINEERING-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-SRE-v1","sre","DEVELOPMENT","devops_sre_observability","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DEVOPS-SRE-OBSERVABILITY-SRE-v1","NONE","AG-DEV-0981","APPROVED"
"FAM-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-DEVELOPER-EXPERIENCE-v1","developer_experience","DEVELOPMENT","documentation_finops_surfaces","6","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-DEVELOPER-EXPERIENCE-v1","NONE","AG-DEV-1171","APPROVED"
"FAM-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-DEVELOPMENT-SURFACE-v1","development_surface","DEVELOPMENT","documentation_finops_surfaces","6","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-DEVELOPMENT-SURFACE-v1","NONE","AG-DEV-1171","APPROVED"
"FAM-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-FINOPS-v1","finops","DEVELOPMENT","documentation_finops_surfaces","6","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-FINOPS-v1","NONE","AG-DEV-1171","APPROVED"
"FAM-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-FOUNDER-CONSOLE-ENGINEERING-v1","founder_console_engineering","DEVELOPMENT","documentation_finops_surfaces","6","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-FOUNDER-CONSOLE-ENGINEERING-v1","NONE","AG-DEV-1171","APPROVED"
"FAM-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-TECHNICAL-DOCUMENTATION-v1","technical_documentation","DEVELOPMENT","documentation_finops_surfaces","6","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-DOCUMENTATION-FINOPS-SURFACES-TECHNICAL-DOCUMENTATION-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-ACCESSIBILITY-ENGINEERING-v1","accessibility_engineering","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-ACCESSIBILITY-ENGINEERING-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-DEVICE-COMPATIBILITY-v1","device_compatibility","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-DEVICE-COMPATIBILITY-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-FLUTTER-CORE-v1","flutter_core","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-FLUTTER-MOBILE-FLUTTER-CORE-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-LOCALIZATION-ENGINEERING-v1","localization_engineering","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-LOCALIZATION-ENGINEERING-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-MOBILE-PERFORMANCE-v1","mobile_performance","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-MOBILE-PERFORMANCE-v1","NONE","AG-DEV-0121","APPROVED"
