"agent_id","risk_tier","catalog_risk_source","risk_drivers","review_level"
"AG-DEV-0849","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0850","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0851","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0852","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0853","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0854","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0855","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0856","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0857","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0858","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0859","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0860","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0861","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0862","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0863","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0864","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0865","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0866","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0867","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0868","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0869","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0870","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0871","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0872","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0873","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0874","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0875","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0876","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0877","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0878","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0879","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0880","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0881","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0882","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0883","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0884","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0885","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0886","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0887","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0888","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0889","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0890","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0891","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0892","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0893","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0894","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0895","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0896","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0897","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0898","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0899","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0900","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0901","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;COORDINATION_DOMAIN","DOMAIN_REVIEW"
"AG-DEV-0902","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0903","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0904","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0905","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0906","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0907","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0908","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0909","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0910","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0911","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0912","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0913","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0914","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0915","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0916","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0917","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0918","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0919","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0920","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0921","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0922","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0923","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0924","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0925","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0926","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0927","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0928","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0929","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0930","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0931","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0932","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0933","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0934","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0935","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0936","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0937","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0938","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0939","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0940","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0941","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0942","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0943","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0944","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0945","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0946","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0947","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0948","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0949","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0950","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0951","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0952","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0953","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0954","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0955","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0956","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0957","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0958","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0959","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0960","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0961","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0962","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0963","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0964","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0965","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0966","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0967","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0968","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0969","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0970","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0971","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0972","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0973","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0974","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0975","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0976","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0977","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0978","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0979","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0980","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-0981","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;COORDINATION_DOMAIN","DOMAIN_REVIEW"
"AG-DEV-0982","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0983","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0984","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0985","CRITICAL","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_CRITICAL","DOMAIN_SECURITY_AUTHORITY_FOUNDER_REVIEW"
"AG-DEV-0986","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0987","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0988","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0989","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0990","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0991","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0992","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0993","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0994","CRITICAL","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_CRITICAL","DOMAIN_SECURITY_AUTHORITY_FOUNDER_REVIEW"
"AG-DEV-0995","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0996","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0997","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0998","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-0999","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1000","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1001","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1002","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1003","CRITICAL","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_CRITICAL","DOMAIN_SECURITY_AUTHORITY_FOUNDER_REVIEW"
"AG-DEV-1004","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1005","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1006","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1007","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1008","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1009","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1010","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1011","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1012","CRITICAL","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_CRITICAL","DOMAIN_SECURITY_AUTHORITY_FOUNDER_REVIEW"
"AG-DEV-1013","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1014","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1015","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1016","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE","DOMAIN_REVIEW"
"AG-DEV-1017","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1018","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1019","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1020","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1021","CRITICAL","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_CRITICAL;TOOLS_READ_ONLY_TOOLS","DOMAIN_SECURITY_AUTHORITY_FOUNDER_REVIEW"
"AG-DEV-1022","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1023","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1024","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1025","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-DEV-1026","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
